Metric,Score
Precision,0.8511571623052488
Recall,0.9328580901856764
F1 Score,0.8901368346120383
Precision@10,0.8213981633521864
Recall@10,0.8609627195849853
F1@10,0.8407152160446668
MSE,2.390708077790566
RMSE,1.5461914751383692
